restaurant_name,location,cuisine,estimated_cost,rating
Brundhavana Food Point,kumaraswamy layout,"south indian, north indian, chinese, street food, beverages",300.0,4.0
SLV Corner Restaurant,basavanagudi,"south indian, chinese, north indian, street food, rolls, juices",550.0,4.1
Hotel New Karavali,banashankari,"mangalorean, south indian, north indian",300.0,3.8
The Krishna Grand,banashankari,"north indian, south indian, chinese, fast food, juices",750.0,3.9
Roti Ghar,basavanagudi,"north indian, chinese, south indian",500.0,3.9
Kettle & Kegs,banashankari,"tea, beverages",200.0,3.2
Baisakhi,basavanagudi,north indian,500.0,3.8
Poonam Sweets,banashankari,mithai,150.0,4.4
Amma's Pastries,banashankari,bakery,400.0,3.8
Polar Bear,banashankari,"ice cream, desserts, beverages, sandwich",400.0,3.9
Anand Sweets and Savouries,banashankari,"mithai, street food",400.0,3.7
Ibaco,banashankari,desserts,300.0,3.9
The Lassi and Juice Park,banashankari,"juices, desserts",150.0,3.8
Corner Stone,banashankari,"beverages, juices, desserts, italian",300.0,3.6
Arun Ice Cream,banashankari,"ice cream, desserts",150.0,3.4
Sweet N Swirl,banashankari,"desserts, ice cream",150.0,3.2
Sri Venkateshwara Sweet Meat Stall,basavanagudi,"mithai, street food, north indian, chinese",400.0,4.0
Baskin Robbins,basavanagudi,"ice cream, desserts",250.0,3.7
Srinivasa Brahmins Bakery,basavanagudi,"bakery, street food",150.0,3.6
Jain Bakes,basavanagudi,"bakery, desserts",250.0,3.6
KC Das - Sweet Spot,basavanagudi,"mithai, street food",200.0,3.6
A2B Veg - Adyar Ananda Bhavan,basavanagudi,"south indian, north indian, chinese, street food",400.0,2.7
Jcubez,banashankari,finger food,1300.0,3.8
Chung Wah,banashankari,"chinese, momos, thai, vietnamese",900.0,3.9
Blue Wings Bar & Restaurant,banashankari,"north indian, chinese",700.0,3.7
New Imperial Restaurant,banashankari,"north indian, chinese",450.0,3.7
Karavali Fish Center,banashankari,"mangalorean, chinese",300.0,3.4
Iyer's Tiffin Centre,banashankari,"south indian, chinese",150.0,3.8
Kydz Adda,banashankari,continental,500.0,3.4
Food Box Cafe,banashankari,"mughlai, north indian, chinese",500.0,3.6
Sri Ganesh Juice and Chats,banashankari,"juices, street food",150.0,3.5
Manifest Cafe,banashankari,"south indian, north indian, chinese",500.0,3.5
Beijing Bites,banashankari,"chinese, thai",850.0,2.7
Taaza Thindi,banashankari,south indian,100.0,4.7
Sri Laxmi Venkateshwara Coffee Bar,banashankari,south indian,100.0,4.4
Messy Bowl,banashankari,"fast food, beverages",500.0,3.8
Brahmin Cafe,banashankari,south indian,150.0,3.8
Hotel Mangala,banashankari,south indian,250.0,3.9
Simple Thindies,banashankari,south indian,200.0,3.5
SLV Swadishta,banashankari,south indian,300.0,3.8
New Sagar Fast Food,banashankari,"north indian, south indian",250.0,3.6
Parama Ruchi,banashankari,"south indian, north indian, chinese, street food",300.0,3.5
Thrilok Restaurant,banashankari,"mangalorean, seafood",350.0,3.4
Pizza Stop,banashankari,"pizza, italian",600.0,3.0
Hanumanthanagar Biryani Junction,banashankari,south indian,300.0,3.5
SLV Refreshment,banashankari,south indian,100.0,4.1
SVKP Daily Fresh,banashankari,south indian,350.0,3.3
Srinagar Kabab Corner,banashankari,north indian,250.0,3.4
Sri Venkateshwara Chat Centre,banashankari,street food,100.0,3.5
Vinay Bhel Corner,banashankari,street food,100.0,3.4
Nandi Chats and Juice,banashankari,street food,150.0,3.6
Just Shawarma,banashankari,arabian,300.0,3.8
FOOD ADDA,banashankari,fast food,200.0,3.2
Hotel Nisarga,banashankari,"north indian, south indian",250.0,3.2
Yo Roll Corner,banashankari,"street food, rolls",200.0,3.0
New Quality Dum Biryani,banashankari,biryani,200.0,3.1
Sri Lakshmi Kabab Center,banashankari,kebab,200.0,3.3
Tasty Bites,banashankari,"fast food, pizza",150.0,3.7
Raams Chicken,banashankari,andhra,300.0,3.6
Panchami,banashankari,"north indian, chinese",300.0,3.0
Kavali,banashankari,"south indian, street food",300.0,4.0
Ranganna Military Hotel,jayanagar,"south indian, biryani",350.0,4.2
Vidyarthi Bhavan,basavanagudi,south indian,150.0,4.4
Bharjari Oota,basavanagudi,south indian,350.0,3.9
Bridgeway,mysore road,"north indian, chinese",550.0,3.8
Soho Bar & Grill,basavanagudi,"north indian, chinese, thai",1100.0,2.7
Bhavani Restaurant,basavanagudi,"south indian, north indian, chinese",300.0,3.9
Zephyr,basavanagudi,"italian, continental",650.0,3.9
Hotel Dwarka,basavanagudi,south indian,250.0,4.2
Nisarga Garden Restaurant,basavanagudi,"south indian, chinese, desserts, beverages",350.0,3.4
Ma-Arya Family Restaurant,basavanagudi,"biryani, south indian, north indian, chinese, andhra",600.0,3.7
A2B - Adyar Ananda Bhavan,mysore road,"south indian, fast food, street food",400.0,3.8
New Prashanth Hotel,basavanagudi,south indian,400.0,3.9
Udupi Sri Krishna Bhavan,basavanagudi,south indian,600.0,4.1
Ice Thunder,basavanagudi,"south indian, fast food, north indian, desserts",300.0,3.8
Upahara Darshini,basavanagudi,south indian,150.0,4.2
Mahalaxmi Tiffin Room,basavanagudi,south indian,100.0,4.1
Sandwichwallas,basavanagudi,fast food,200.0,4.0
Basavanagudi Mylari,basavanagudi,south indian,300.0,4.0
New Prashanth Hotel,basavanagudi,"south indian, biryani, chinese, north indian",750.0,2.9
Shrinidhi Military Hotel,basavanagudi,"north indian, mughlai",300.0,3.3
Pramukh Family Restaurant,basavanagudi,"north indian, chinese, mughlai",700.0,3.9
Vybhava,jayanagar,"south indian, north indian",250.0,3.8
Shree Venkateshwara North Karnataka Hotel,basavanagudi,south indian,200.0,4.0
Anand Sagar Inn,basavanagudi,"south indian, north indian, chinese",450.0,3.3
Sangam Military Hotel,jayanagar,south indian,250.0,3.2
Belly Squad Food Truck,south bangalore,"chinese, rolls, biryani, momos",300.0,3.8
50-50 EATING HOUSE,basavanagudi,"south indian, biryani",100.0,3.2
Om Shiva Shakthi Chats Centre,basavanagudi,"street food, fast food",300.0,3.9
Rolls Corner,basavanagudi,"fast food, rolls",150.0,3.6
New Ambur Hot Dum Biryani,mysore road,biryani,150.0,3.2
Deja Vu Resto Bar,bannerghatta road,"north indian, italian",900.0,4.4
Fattoush,bannerghatta road,"arabian, biryani, chinese, middle eastern, fast food, north indian, mughlai, seafood",1000.0,4.2
Empire Restaurant,bannerghatta road,"north indian, mughlai, south indian, chinese",750.0,4.3
Abhiruchi Hotel,bannerghatta road,"andhra, biryani, north indian, chinese",550.0,3.3
Tulips,bannerghatta road,"north indian, south indian, chinese, continental",800.0,3.1
Barbeque Nation,jp nagar,"north indian, european, mediterranean, bbq, kebab",1600.0,4.7
Sattvam,jp nagar,"north indian, south indian",1200.0,4.3
24th Main,jp nagar,"north indian, south indian, chinese",800.0,4.1
Zaitoon,jp nagar,"bbq, arabian, chinese, north indian, desserts",1000.0,4.1
Mango Greens,jp nagar,"north indian, continental, chinese",900.0,3.9
Oye Amritsar,jp nagar,north indian,1000.0,3.8
Melt - Eden Park,jp nagar,"north indian, chinese, thai, mughlai, seafood",1000.0,4.0
Spice Code,jp nagar,"south indian, north indian, chinese, biryani",1000.0,4.0
The Onyx - The HHI Select Bengaluru,jp nagar,"north indian, chinese, continental",950.0,3.3
The Pavillion,jp nagar,"north indian, continental, south indian, chinese",1000.0,2.7
Sankranthi Veg Restaurant,btm,"south indian, north indian, chinese",600.0,3.0
Tisano Cafe,bannerghatta road,"cafe, fast food, chinese, continental",500.0,3.8
Cafe Kabana,bannerghatta road,"cafe, continental",700.0,4.0
Butterly,bannerghatta road,"cafe, bakery, beverages",450.0,3.9
Black Mug Cafe,bannerghatta road,cafe,300.0,3.7
#refuel,bannerghatta road,"cafe, beverages",400.0,3.7
WAFL,bannerghatta road,"cafe, fast food, desserts, beverages",400.0,3.9
Vaho Kafe & Pressery,bannerghatta road,"cafe, healthy food, asian, italian, north indian, biryani, juices",500.0,3.9
Dreamcatcher,bannerghatta road,cafe,600.0,3.9
Cafe Coffee Day,bannerghatta road,"cafe, fast food",900.0,3.6
Cafe Arabica,bannerghatta road,"cafe, bakery",700.0,3.8
Starbucks,bannerghatta road,"cafe, desserts",700.0,3.9
Smoor,bannerghatta road,"desserts, cafe, beverages",900.0,3.6
Kalmane Koffees,bannerghatta road,cafe,350.0,3.9
Shee-Sha Cafe,bannerghatta road,"cafe, north indian, chinese, continental",800.0,3.6
Brews N Bites,bannerghatta road,"chinese, fast food, cafe, street food, finger food",650.0,2.7
D2V Cafe,bannerghatta road,cafe,700.0,3.6
Cafe Talk,bannerghatta road,"cafe, continental, north indian, bakery, desserts",700.0,3.3
Cafe Choco Craze,bannerghatta road,"cafe, fast food, desserts",400.0,3.7
Slate Cafe,jp nagar,"cafe, sandwich, burger",600.0,4.1
Dialogues,jp nagar,"cafe, continental",600.0,4.0
Mudpipe Cafe,jp nagar,"cafe, continental, north indian",800.0,3.9
TAB - Take A Break,jp nagar,"cafe, continental, italian",550.0,4.1
Biggies Burger 'n' More,jp nagar,"cafe, burger, beverages",650.0,4.1
Onesta,jp nagar,"pizza, cafe, italian",600.0,4.4
Cafe Potpourri,jp nagar,"cafe, sandwich, north indian, beverages, desserts",400.0,3.7
De Oxford Cafe,jp nagar,"cafe, beverages, fast food",500.0,3.7
Vinaya Coffee Moments,jp nagar,"burger, cafe, desserts, sandwich, italian",450.0,3.7
Brew Point,jp nagar,"cafe, american, burger, sandwich, fast food",500.0,3.6
The Cravery,jp nagar,"continental, burger, beverages, cafe, italian, rolls",500.0,2.6
Cuppa,jp nagar,"cafe, fast food",550.0,3.4
Anju's Cafe,jp nagar,"cafe, north indian",600.0,3.4
Skytouch Le Cafe,jp nagar,"cafe, italian, desserts",700.0,3.7
Woodee Pizza,jp nagar,"cafe, pizza, fast food, beverages",500.0,2.7
Hearts Unlock Cafe,btm,"cafe, healthy food",500.0,3.2
eat.fit,btm,"healthy food, north indian, biryani, continental, sandwich, desserts",500.0,4.5
Sai Abhiruchi,btm,"andhra, north indian, biryani",800.0,3.7
Capsicum Family Restaurant,btm,"biryani, north indian",800.0,3.8
Box Magic,bannerghatta road,"north indian, south indian, seafood, rolls",400.0,3.6
Maa'r Rannaghor,jp nagar,"bengali, chinese",400.0,3.8
Easy Bites,jp nagar,"fast food, sandwich",300.0,4.1
Hiyar Majhe Kolkata,btm,"bengali, north indian",400.0,4.0
Dabba Gosht,jp nagar,"arabian, middle eastern",400.0,3.4
Empire Restaurant,jp nagar,"kerala, seafood, south indian, chinese, north indian, charcoal chicken, beverages",400.0,3.6
Punjabites,jp nagar,"north indian, charcoal chicken",400.0,3.7
Sri Lakshmi Dhaba,btm,north indian,250.0,2.9
XO Belgian Waffle,btm,"desserts, beverages",400.0,4.5
Swadista Aahar,btm,"south indian, north indian, chinese, street food",300.0,4.1
Vegetarea,btm,south indian,250.0,3.9
Al-Bek,jp nagar,"biryani, north indian, charcoal chicken, chinese, seafood, rolls",300.0,3.6
Aniram's,jp nagar,"chinese, north indian",500.0,4.1
Punjabi Nawabi,bannerghatta road,north indian,400.0,3.8
YummRajj,btm,fast food,500.0,3.3
Swad Punjab Da,btm,north indian,150.0,4.0
BOX8- Desi Meals,bannerghatta road,"north indian, mughlai, fast food",500.0,4.1
Roti Wala,btm,north indian,300.0,4.0
Midnight Mania,btm,"pizza, italian, beverages",700.0,4.1
Kitchens@JP Nagar,jp nagar,"biryani, kerala, mughlai, street food, north indian, chinese, south indian, andhra",400.0,3.9
Krishna Kuteera,bannerghatta road,"south indian, north indian, chinese",400.0,4.0
Apna Punjab,btm,"north indian, chinese, fast food",450.0,3.6
Paratha Junction,btm,"north indian, chinese",300.0,2.9
Nellore Bhojanam,bannerghatta road,andhra,250.0,3.1
Momoz,btm,"chinese, momos",600.0,4.0
Kalingas,btm,"oriya, fast food",250.0,3.9
Kanteen The Eatery,bannerghatta road,north indian,400.0,3.9
Kullad Cafe,btm,"north indian, cafe, fast food, beverages",200.0,3.9
Donne Biriyani House,jp nagar,"biryani, andhra",350.0,3.3
Litti Twist,btm,"north indian, bihari",300.0,4.1
FreshMenu,bannerghatta road,"healthy food, chinese, biryani, north indian, continental, salad, american, burger",450.0,3.3
Shanthi Sagar,jp nagar,"south indian, north indian, chinese",400.0,3.6
Cakebuy,bannerghatta road,desserts,350.0,3.9
Five Star Chicken,jp nagar,"burger, fast food, roast chicken, finger food",300.0,3.9
Corner House Ice Cream,jayanagar,"ice cream, desserts",400.0,4.4
Delight Food,btm,"andhra, chinese, biryani",450.0,2.6
Andhra Kitchen,bannerghatta road,"andhra, biryani",400.0,3.9
Veg By Nature,jp nagar,north indian,200.0,3.4
Chicken Magic,btm,"chinese, north indian",300.0,3.7
Behrouz Biryani,bannerghatta road,biryani,650.0,4.0
Swathi Restaurant,jp nagar,"andhra, north indian, chinese",400.0,3.9
Fresh Kitchen,bannerghatta road,"north indian, chinese",600.0,3.4
Hind Ka Chulah,bannerghatta road,"north indian, biryani",600.0,3.8
Kuttanad,bannerghatta road,"kerala, south indian",200.0,3.6
New Mahesh Friends Food Corner,btm,"north indian, chinese",300.0,3.2
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,jp nagar,bohri,300.0,3.6
Pizza Hut,jp nagar,pizza,750.0,2.7
Shree Krishna Sannidhi,bannerghatta road,"north indian, chinese",450.0,3.4
BingeJoy!,jp nagar,"biryani, chinese, fast food",100.0,3.6
Shiv Sai Hotel,bannerghatta road,north indian,400.0,3.5
MRA,btm,bakery,200.0,3.9
Beijing Bites,jp nagar,"chinese, thai, momos",400.0,3.7
A2B - Adyar Ananda Bhavan,jp nagar,"south indian, north indian, chinese, street food",200.0,4.1
Burj Hotel,bannerghatta road,"north indian, chinese",350.0,3.5
Shaadi Ki Biryani,btm,"biryani, north indian, mughlai",400.0,3.1
Subway,bannerghatta road,"salad, fast food",600.0,3.2
Madeena Hotel,bannerghatta road,"north indian, mughlai, biryani",400.0,3.9
Biryani Durbar,bannerghatta road,"biryani, north indian",400.0,3.7
The Good Bowl,bannerghatta road,"italian, north indian, biryani",500.0,3.6
Mahesh Friends Food Center,btm,"chinese, north indian",300.0,2.9
Juice Shop,jp nagar,"juices, beverages, ice cream",150.0,3.4
Kabab Magic,jayanagar,"north indian, kebab, chinese, fast food",400.0,4.0
Nammura Donne Biriyani,kanakapura road,"biryani, fast food",400.0,3.4
Burger King,bannerghatta road,"burger, fast food, beverages",600.0,3.8
Dadi's Dum Biryani,bannerghatta road,"biryani, north indian, mughlai",800.0,4.0
Krishna Kuteera South,bannerghatta road,"south indian, north indian, chinese",500.0,4.0
Alankrutha,btm,"andhra, biryani, north indian, chinese",500.0,3.9
Paradise,jp nagar,"biryani, north indian, kebab",800.0,4.0
Kabab Mehal,jp nagar,"kebab, north indian, fast food, beverages",400.0,3.7
Mughlai Kitchen,btm,"mughlai, north indian, chinese, momos",600.0,3.5
Andhra Ruchulu,jp nagar,"andhra, north indian",800.0,4.2
Sri Punjabi Dhaba,btm,north indian,400.0,3.3
Arabian Mexico,bannerghatta road,"fast food, arabian",400.0,3.4
CakeZone,jp nagar,"bakery, desserts",200.0,3.7
Fujian Express,jp nagar,"chinese, thai",200.0,3.6
Indian Food,btm,"north indian, biryani, chinese, momos",450.0,2.9
Tandoori Paradise,btm,"north indian, chinese",600.0,3.5
Kolkata Kathi Rolls,jp nagar,rolls,150.0,3.8
Adithya,jp nagar,"south indian, north indian, chinese",300.0,4.0
Cheesiano Pizza,jp nagar,"pizza, italian",700.0,4.0
Polar Bear,btm,"desserts, ice cream",300.0,3.9
Nati Palace,jp nagar,"south indian, north indian",200.0,3.5
KFC,jp nagar,"burger, fast food",400.0,3.9
Dande's Hyderabad Biryani,bannerghatta road,"biryani, andhra, north indian",700.0,3.8
Upahara Bhavan,bannerghatta road,"south indian, north indian, chinese",300.0,3.8
Sher-E-Punjab,btm,"north indian, chinese",400.0,3.2
Shuddh Desi Khana,bannerghatta road,north indian,400.0,4.0
Karama Restaurant,jp nagar,arabian,400.0,3.5
Jaganath Hotel and Restaurant,jp nagar,"north indian, chinese",200.0,3.6
Five Star Chicken,bannerghatta road,"fast food, beverages",250.0,3.5
Aramane Donne Biriyani,btm,"biryani, fast food",300.0,3.9
Mani's Dum Biryani,jp nagar,"biryani, kebab",750.0,4.2
Amontron,btm,bengali,650.0,3.9
A M Biryani Hotel,bannerghatta road,"north indian, chinese, biryani, fast food",300.0,3.3
Birinz,btm,"biryani, chinese, mughlai, fast food, kebab",700.0,4.1
Just Shawarma,bannerghatta road,arabian,300.0,3.6
Hyderabadi Bawarchi,bannerghatta road,"north indian, chinese, biryani",500.0,3.2
Fish Chain,jp nagar,"seafood, bbq, biryani",250.0,3.9
Prasiddhi Food Corner,jp nagar,"fast food, north indian, south indian",200.0,3.7
Biriyani Bhatti,btm,"chinese, hyderabadi, north indian",400.0,3.7
Hyderabad Biryaani House,bannerghatta road,"biryani, north indian, chinese",550.0,3.6
Galito's,bannerghatta road,"african, burger",1000.0,4.6
C. K. Mega Hot Food,btm,"chinese, momos",600.0,3.9
Lassi Shop,jp nagar,"beverages, ice cream, fast food",300.0,3.9
Red Chilli Restaurant,bannerghatta road,"north indian, chinese",350.0,3.2
RSS Donne Biryani,btm,biryani,300.0,3.3
Rajdhani Thali Restaurant,bannerghatta road,north indian,900.0,3.9
PHEW (Play Hard Eat Wild),btm,"continental, lebanese, middle eastern, north indian, chinese, bbq, cafe",700.0,3.9
New Kabab Zone,bannerghatta road,"north indian, chinese, biryani, rolls",500.0,3.6
Bawarchi Paradise,bannerghatta road,"north indian, biryani",500.0,3.5
Shree Udupi Grand,kanakapura road,"south indian, chinese, north indian",450.0,3.5
Chicken County Grand,bannerghatta road,"north indian, chinese",650.0,3.9
Roll Over,jp nagar,"desserts, ice cream, beverages, fast food, sandwich",500.0,4.1
Darjeeling Momos & Fast Food Center,bannerghatta road,"fast food, momos",250.0,3.8
Veruthe Oru Thattukada,btm,"kerala, south indian",400.0,3.7
Savoury - Sea Shell Restaurant,bannerghatta road,"arabian, north indian, chinese, seafood, biryani, rolls, beverages",900.0,3.9
Warm Oven,btm,"bakery, desserts",500.0,3.9
Firangi Bake,bannerghatta road,"mexican, italian",600.0,4.0
Kundana,bannerghatta road,"andhra, biryani",800.0,3.7
Food Ka Masti,bannerghatta road,"north indian, chinese, south indian",400.0,3.2
The Shawarma Shop,btm,arabian,250.0,4.1
Momo Junction,bannerghatta road,"fast food, momos",100.0,3.8
Antilla Aromas,bannerghatta road,"desserts, ice cream",300.0,3.7
Faasos,bannerghatta road,"north indian, biryani, fast food",500.0,3.9
Punjabi Food Corner,jp nagar,"north indian, chinese, street food",400.0,3.0
Mealer.in,jp nagar,"north indian, biryani",450.0,4.0
Pathaan Sir,btm,"fast food, rolls, momos",250.0,3.9
Cold Stone Creamery,bannerghatta road,"ice cream, desserts",400.0,3.9
Hari Super Sandwich,btm,"sandwich, fast food",100.0,3.9
Amritsari Kulcha Land,jp nagar,north indian,300.0,4.1
Chokha Chowka,btm,"north indian, chinese",400.0,3.9
Gorbandh,btm,"fast food, north indian",400.0,4.1
Grills & Rolls,jp nagar,"north indian, chinese, fast food, rolls, juices",400.0,2.5
Bathinda Junction,btm,north indian,600.0,3.9
Stories,jp nagar,"american, chinese, continental, north indian",1200.0,4.2
New Gongura's,btm,"andhra, biryani, north indian, chinese",550.0,3.7
